"TABLE 17a: Weekday Linked and Unlinked Trips Distributed by Particular Travel Mode and Group"
""
"County","TRAVEL MODE GROUP","MODE","Number of Unlinked Trips","Percent of Total Unlinked","Number of Linked Trips","Percent of Total Linked"
"California","Vehicle Driver","Auto / Van / Truck D",76313379,52.4,64814501,56
"California","&nbsp;","Motorcycle / Scooter",331138,0.2,318575,0.3
"California","&nbsp;","Rental Car/Vehicle",237928,0.2,202840,0.2
"California","&nbsp;","TOTAL",76882445,52.8,65335915,56.4
"California","Vehicle Passenger","Auto / Van / Truck P",33265773,22.8,28823946,24.9
"California","&nbsp;","Carpool / Vanpool",907843,0.6,793295,0.7
"California","&nbsp;","Private shuttle (Sup",260320,0.2,142169,0.1
"California","&nbsp;","Taxi / Hired Car / L",149972,0.1,104440,0.1
"California","&nbsp;","Other Private Transi",130245,0.1,111670,0.1
"California","&nbsp;","TOTAL",34714152,23.8,29975520,25.9
"California","Local Public Transit","Local Bus, Rapid Bus",3817447,2.6,2467322,2.1
"California","&nbsp;","School Bus ",1163288,0.8,1082725,0.9
"California","&nbsp;","BART, Metro Red / Pu",873840,0.6,671942,0.6
"California","&nbsp;","Metro Blue / Green /",694826,0.5,461841,0.4
"California","&nbsp;","ACE, Amtrak, Caltrai",225273,0.2,195740,0.2
"California","&nbsp;","Express Bus / Commut",171098,0.1,135356,0.1
"California","&nbsp;","Public Transit Shutt",96451,0.1,64848,0.1
"California","&nbsp;","Premium Bus ( Metro ",75335,0.1,41985,0
"California","&nbsp;","Dial-a-Ride / Paratr",69623,0,64947,0.1
"California","&nbsp;","Other Bus",52655,0,35159,0
"California","&nbsp;","Street Car / Cable C",33818,0,18482,0
"California","&nbsp;","Amtrak Bus ",6479,0,4726,0
"California","&nbsp;","AirBART / LAX FlyAwa",4692,0,1087,0
"California","&nbsp;","TOTAL",7284825,5,5246160,4.5
"California","Intercity Public Transportation","Plane",145992,0.1,110340,0.1
"California","&nbsp;","Greyhound Bus",4024,0,3890,0
"California","&nbsp;","TOTAL",150016,0.1,114230,0.1
"California","Miscelleneous Modes","Walk",23786347,16.3,12740214,11
"California","&nbsp;","Bike",2405358,1.7,2075458,1.8
"California","&nbsp;","Other Non-Motorized ",210059,0.1,175083,0.2
"California","&nbsp;","Wheelchair / Mobilit",93410,0.1,57166,0
"California","&nbsp;","Other Rail      ",79566,0.1,56571,0
"California","&nbsp;","Ferry / Boat",23694,0,16798,0
"California","&nbsp;","TOTAL",26598434,18.3,15121290,13.1
"California","ALL GROUPS","TOTAL",145629873,100,115793115,100
"Alameda","Vehicle Driver","Auto / Van / Truck D",3751317.63304021,47.3,3073368,51.5
"Alameda","&nbsp;","Motorcycle / Scooter",22604.6344588062,0.3,20851,0.3
"Alameda","&nbsp;","Rental Car/Vehicle",4604.34209654743,0.1,2036,0
"Alameda","&nbsp;","TOTAL",3778526.60959556,47.7,3096255,51.9
"Alameda","Vehicle Passenger","Auto / Van / Truck P",1588997.37931803,20,1350227,22.6
"Alameda","&nbsp;","Carpool / Vanpool",62995.2093661124,0.8,59462,1
"Alameda","&nbsp;","Private shuttle (Sup",23077.7904151215,0.3,10211,0.2
"Alameda","&nbsp;","Taxi / Hired Car / L",4332.73424503305,0.1,4060,0.1
"Alameda","&nbsp;","Other Private Transi",4211.66990249427,0.1,2565,0
"Alameda","&nbsp;","TOTAL",1683614.78324679,21.2,1426524,23.9
"Alameda","Local Public Transit","BART, Metro Red / Pu",392583.44610297,5,304065,5.1
"Alameda","&nbsp;","Local Bus, Rapid Bus",199868.803806717,2.5,127820,2.1
"Alameda","&nbsp;","Express Bus / Commut",31915.1456892547,0.4,25454,0.4
"Alameda","&nbsp;","School Bus ",26958.9158351817,0.3,25281,0.4
"Alameda","&nbsp;","ACE, Amtrak, Caltrai",12441.5436750517,0.2,11868,0.2
"Alameda","&nbsp;","Public Transit Shutt",6958.35579890037,0.1,3638,0.1
"Alameda","&nbsp;","Dial-a-Ride / Paratr",3682.38812305652,0,2377,0
"Alameda","&nbsp;","Other Bus",3666.79118218647,0,1816,0
"Alameda","&nbsp;","AirBART / LAX FlyAwa",2225.06603861951,0,NA,NA
"Alameda","&nbsp;","Metro Blue / Green /",1973.48645965566,0,1786,0
"Alameda","&nbsp;","Street Car / Cable C",609.324609775954,0,609,0
"Alameda","&nbsp;","Amtrak Bus ",222.753602434229,0,128,0
"Alameda","&nbsp;","TOTAL",683106.020923804,8.6,504844,8.5
"Alameda","Intercity Public Transportation","Plane",12981.8372011963,0.2,8315,0.1
"Alameda","&nbsp;","TOTAL",12981.8372011963,0.2,8315,0.1
"Alameda","Miscelleneous Modes","Walk",1594922.65938283,20.1,808057,13.5
"Alameda","&nbsp;","Bike",166183.354671765,2.1,118035,2
"Alameda","&nbsp;","Wheelchair / Mobilit",5475.64296907043,0.1,4799,0.1
"Alameda","&nbsp;","Other Non-Motorized ",3787.07868742511,0,3571,0.1
"Alameda","&nbsp;","Ferry / Boat",650.656094403733,0,413,0
"Alameda","&nbsp;","Other Rail      ",378.497398632018,0,NA,NA
"Alameda","&nbsp;","TOTAL",1771397.88920413,22.3,934876,15.7
"Alameda","ALL GROUPS","TOTAL",7929627.14017148,100,5970814,100
"Alpine","Vehicle Passenger","Auto / Van / Truck P",46582.5009267567,36.4,44964,38.2
"Alpine","&nbsp;","Private shuttle (Sup",8617.99197568398,6.7,8395,7.1
"Alpine","&nbsp;","Taxi / Hired Car / L",1218.51186700693,1,120,0.1
"Alpine","&nbsp;","TOTAL",56419.0047694476,44.1,53478,45.4
"Alpine","Vehicle Driver","Auto / Van / Truck D",54935.1228838965,43,52364,44.5
"Alpine","&nbsp;","Rental Car/Vehicle",375.288812823496,0.3,375,0.3
"Alpine","&nbsp;","TOTAL",55310.41169672,43.3,52740,44.8
"Alpine","Intercity Public Transportation","Plane",8493.29832144115,6.6,3878,3.3
"Alpine","&nbsp;","TOTAL",8493.29832144115,6.6,3878,3.3
"Alpine","Local Public Transit","School Bus ",39.738184479114,0,NA,NA
"Alpine","&nbsp;","TOTAL",39.738184479114,0,NA,NA
"Alpine","Miscelleneous Modes","Walk",7582.50207440415,5.9,7583,6.4
"Alpine","&nbsp;","TOTAL",7582.50207440415,5.9,7583,6.4
"Alpine","ALL GROUPS","TOTAL",127844.955046492,100,117679,100
"Amador","Vehicle Driver","Auto / Van / Truck D",121769.790950766,57.1,114514,56.6
"Amador","&nbsp;","Rental Car/Vehicle",577.591962917864,0.3,578,0.3
"Amador","&nbsp;","TOTAL",122347.382913683,57.4,115092,56.9
"Amador","Vehicle Passenger","Auto / Van / Truck P",70671.5733375038,33.1,69552,34.4
"Amador","&nbsp;","Private shuttle (Sup",702.717975953659,0.3,350,0.2
"Amador","&nbsp;","TOTAL",71374.2913134574,33.5,69902,34.6
"Amador","Local Public Transit","School Bus ",1529.63788304066,0.7,1530,0.8
"Amador","&nbsp;","Local Bus, Rapid Bus",779.39089803759,0.4,779,0.4
"Amador","&nbsp;","TOTAL",2309.02878107825,1.1,2309,1.1
"Amador","Intercity Public Transportation","Plane",352.931991253184,0.2,124,0.1
"Amador","&nbsp;","TOTAL",352.931991253184,0.2,124,0.1
"Amador","Miscelleneous Modes","Walk",13714.3746084321,6.4,12086,6
"Amador","&nbsp;","Other Non-Motorized ",2699.36788913138,1.3,2699,1.3
"Amador","&nbsp;","Bike",401.149416187023,0.2,NA,NA
"Amador","&nbsp;","TOTAL",16814.8919137505,7.9,14786,7.3
"Amador","ALL GROUPS","TOTAL",213198.526913223,100,202213,100
"Butte","Vehicle Driver","Auto / Van / Truck D",518002.221674982,59.7,455822,60.7
"Butte","&nbsp;","Rental Car/Vehicle",726.523594820397,0.1,633,0.1
"Butte","&nbsp;","TOTAL",518728.745269802,59.8,456455,60.8
"Butte","Vehicle Passenger","Auto / Van / Truck P",232788.592412854,26.8,208928,27.8
"Butte","&nbsp;","Carpool / Vanpool",3542.89830863845,0.4,1997,0.3
"Butte","&nbsp;","Other Private Transi",271.324926426973,0,271,0
"Butte","&nbsp;","Private shuttle (Sup",45.7954711586658,0,46,0
"Butte","&nbsp;","TOTAL",236648.611119079,27.3,211241,28.1
"Butte","Local Public Transit","Local Bus, Rapid Bus",10830.4458426602,1.2,7517,1
"Butte","&nbsp;","School Bus ",3215.35744431095,0.4,3215,0.4
"Butte","&nbsp;","Express Bus / Commut",1345.79612625033,0.2,1346,0.2
"Butte","&nbsp;","Amtrak Bus ",330.724914727278,0,485,0.1
"Butte","&nbsp;","TOTAL",15722.3243279488,1.8,12563,1.7
"Butte","Intercity Public Transportation","Plane",1271.92422791269,0.1,155,0
"Butte","&nbsp;","TOTAL",1271.92422791269,0.1,155,0
"Butte","Miscelleneous Modes","Walk",65823.8088410544,7.6,42521,5.7
"Butte","&nbsp;","Bike",28697.7991751348,3.3,27752,3.7
"Butte","&nbsp;","Wheelchair / Mobilit",1074.36071305647,0.1,166,0
"Butte","&nbsp;","TOTAL",95595.9687292457,11,70439,9.4
"Butte","ALL GROUPS","TOTAL",867967.573673988,100,750852,100
"Calaveras","Vehicle Driver","Auto / Van / Truck D",93129.0350514835,63.2,79539,62.2
"Calaveras","&nbsp;","Motorcycle / Scooter",1631.93485662971,1.1,1632,1.3
"Calaveras","&nbsp;","TOTAL",94760.9699081132,64.3,81171,63.4
"Calaveras","Vehicle Passenger","Auto / Van / Truck P",34560.5911776191,23.5,31525,24.6
"Calaveras","&nbsp;","Carpool / Vanpool",431.160837827801,0.3,431,0.3
"Calaveras","&nbsp;","TOTAL",34991.7520154469,23.7,31956,25
"Calaveras","Intercity Public Transportation","Plane",1826.94882805574,1.2,436,0.3
"Calaveras","&nbsp;","TOTAL",1826.94882805574,1.2,436,0.3
"Calaveras","Local Public Transit","School Bus ",972.657450817568,0.7,973,0.8
"Calaveras","&nbsp;","TOTAL",972.657450817568,0.7,1960,1.5
"Calaveras","Miscelleneous Modes","Walk",14659.7697112475,9.9,12271,9.6
"Calaveras","&nbsp;","Bike",154.313190674845,0.1,154,0.1
"Calaveras","&nbsp;","TOTAL",14814.0829019224,10.1,12425,9.7
"Calaveras","ALL GROUPS","TOTAL",147366.411104356,100,127948,100
"Colusa","Vehicle Driver","Auto / Van / Truck D",53567.2044329785,62.1,44401,61.2
"Colusa","&nbsp;","TOTAL",53567.2044329785,62.1,44401,61.2
"Colusa","Vehicle Passenger","Auto / Van / Truck P",20099.6032308093,23.3,18764,25.9
"Colusa","&nbsp;","Carpool / Vanpool",1452.41248148771,1.7,1452,2
"Colusa","&nbsp;","TOTAL",21552.0157122971,25,20216,27.9
"Colusa","Local Public Transit","School Bus ",1595.40057478422,1.9,661,0.9
"Colusa","&nbsp;","Dial-a-Ride / Paratr",166.073354026877,0.2,166,0.2
"Colusa","&nbsp;","Local Bus, Rapid Bus",129.994828177954,0.2,130,0.2
"Colusa","&nbsp;","TOTAL",1891.46875698905,2.2,957,1.3
"Colusa","Intercity Public Transportation","Plane",335.109280978153,0.4,371,0.5
"Colusa","&nbsp;","TOTAL",335.109280978153,0.4,371,0.5
"Colusa","Miscelleneous Modes","Walk",7435.31608169696,8.6,5720,7.9
"Colusa","&nbsp;","Bike",1419.68609026129,1.6,921,1.3
"Colusa","&nbsp;","TOTAL",8855.00217195826,10.3,6641,9.1
"Colusa","ALL GROUPS","TOTAL",86200.800355201,100,72586,100
"Contra Costa","Vehicle Driver","Auto / Van / Truck D",2694332.20252966,58.2,2210005,59
"Contra Costa","&nbsp;","Motorcycle / Scooter",9486.72466253119,0.2,8752,0.2
"Contra Costa","&nbsp;","Rental Car/Vehicle",9052.93586518767,0.2,5425,0.1
"Contra Costa","&nbsp;","TOTAL",2712871.86305738,58.6,2224181,59.3
"Contra Costa","Vehicle Passenger","Auto / Van / Truck P",1083532.64048015,23.4,946023,25.2
"Contra Costa","&nbsp;","Carpool / Vanpool",47198.0653307891,1,36956,1
"Contra Costa","&nbsp;","Taxi / Hired Car / L",5014.23646662788,0.1,4008,0.1
"Contra Costa","&nbsp;","Private shuttle (Sup",4309.29494179501,0.1,3356,0.1
"Contra Costa","&nbsp;","Other Private Transi",649.386921336323,0,649,0
"Contra Costa","&nbsp;","TOTAL",1140703.6241407,24.6,990993,26.4
"Contra Costa","Local Public Transit","BART, Metro Red / Pu",160902.77529225,3.5,130149,3.5
"Contra Costa","&nbsp;","Local Bus, Rapid Bus",39134.9156307661,0.8,18876,0.5
"Contra Costa","&nbsp;","School Bus ",16420.5397840344,0.4,16082,0.4
"Contra Costa","&nbsp;","Express Bus / Commut",7902.55472475551,0.2,6061,0.2
"Contra Costa","&nbsp;","ACE, Amtrak, Caltrai",5040.6855525451,0.1,784,0
"Contra Costa","&nbsp;","Dial-a-Ride / Paratr",4669.22015528348,0.1,4669,0.1
"Contra Costa","&nbsp;","Metro Blue / Green /",2041.41058689479,0,2409,0.1
"Contra Costa","&nbsp;","Public Transit Shutt",1860.05575674829,0,1307,0
"Contra Costa","&nbsp;","Street Car / Cable C",235.404162996998,0,235,0
"Contra Costa","&nbsp;","AirBART / LAX FlyAwa",123.528298616476,0,NA,NA
"Contra Costa","&nbsp;","TOTAL",238331.089944891,5.1,180573,4.8
"Contra Costa","Intercity Public Transportation","Plane",6861.12296012101,0.1,9275,0.2
"Contra Costa","&nbsp;","Greyhound Bus",453.542987835127,0,454,0
"Contra Costa","&nbsp;","TOTAL",7314.66594795613,0.2,9728,0.3
"Contra Costa","Miscelleneous Modes","Walk",455463.111680159,9.8,287718,7.7
"Contra Costa","&nbsp;","Bike",63519.6047846842,1.4,49313,1.3
"Contra Costa","&nbsp;","Wheelchair / Mobilit",6115.32180386358,0.1,320,0
"Contra Costa","&nbsp;","Other Non-Motorized ",5454.71262256844,0.1,5174,0.1
"Contra Costa","&nbsp;","Other Rail      ",908.731051484971,0,909,0
"Contra Costa","&nbsp;","TOTAL",531461.48194276,11.5,343433,9.2
"Contra Costa","ALL GROUPS","TOTAL",4630682.72503368,100,3748909,100
"Del Norte","Vehicle Driver","Auto / Van / Truck D",82067.3463561371,63.9,66561,63.4
"Del Norte","&nbsp;","Rental Car/Vehicle",382.458551332843,0.3,NA,NA
"Del Norte","&nbsp;","TOTAL",82449.80490747,64.2,66561,63.4
"Del Norte","Vehicle Passenger","Auto / Van / Truck P",29842.9336312279,23.3,27341,26
"Del Norte","&nbsp;","TOTAL",29842.9336312279,23.3,27341,26
"Del Norte","Local Public Transit","School Bus ",3173.79252078774,2.5,2548,2.4
"Del Norte","&nbsp;","TOTAL",3173.79252078774,2.5,2548,2.4
"Del Norte","Intercity Public Transportation","Plane",164.959693019938,0.1,765,0.7
"Del Norte","&nbsp;","TOTAL",164.959693019938,0.1,765,0.7
"Del Norte","Miscelleneous Modes","Walk",12541.611264373,9.8,7599,7.2
"Del Norte","&nbsp;","Bike",177.108433540984,0.1,177,0.2
"Del Norte","&nbsp;","TOTAL",12718.719697914,9.9,7777,7.4
"Del Norte","ALL GROUPS","TOTAL",128350.21045042,100,104991,100
"El Dorado","Vehicle Driver","Auto / Van / Truck D",377703.666285454,60.8,349256,64.4
"El Dorado","&nbsp;","Motorcycle / Scooter",4192.66352426851,0.7,4193,0.8
"El Dorado","&nbsp;","Rental Car/Vehicle",3794.40985753197,0.6,3156,0.6
"El Dorado","&nbsp;","TOTAL",385690.739667255,62,356605,65.8
"El Dorado","Vehicle Passenger","Auto / Van / Truck P",149033.081766171,24,128998,23.8
"El Dorado","&nbsp;","Carpool / Vanpool",3420.62326217474,0.6,3421,0.6
"El Dorado","&nbsp;","Private shuttle (Sup",1456.35579525354,0.2,1456,0.3
"El Dorado","&nbsp;","Taxi / Hired Car / L",294.259674345098,0,294,0.1
"El Dorado","&nbsp;","TOTAL",154204.320497945,24.8,134170,24.8
"El Dorado","Local Public Transit","School Bus ",31729.6441860941,5.1,22008,4.1
"El Dorado","&nbsp;","Local Bus, Rapid Bus",3927.75480565633,0.6,3594,0.7
"El Dorado","&nbsp;","Express Bus / Commut",1444.2443700711,0.2,1444,0.3
"El Dorado","&nbsp;","Amtrak Bus ",161.339186125943,0,163,0
"El Dorado","&nbsp;","TOTAL",37262.9825479475,6,27209,5
"El Dorado","Intercity Public Transportation","Plane",281.553047495189,0,282,0.1
"El Dorado","&nbsp;","TOTAL",281.553047495189,0,282,0.1
"El Dorado","Miscelleneous Modes","Walk",38110.6450709774,6.1,17755,3.3
"El Dorado","&nbsp;","Bike",5707.97638628452,0.9,5590,1
"El Dorado","&nbsp;","Other Non-Motorized ",417.803996785347,0.1,418,0.1
"El Dorado","&nbsp;","TOTAL",44236.4254540472,7.1,23763,4.4
"El Dorado","ALL GROUPS","TOTAL",621676.021214689,100,542027,100
"Fresno","Vehicle Driver","Auto / Van / Truck D",2065821.73716319,56.8,1748477,58
"Fresno","&nbsp;","Rental Car/Vehicle",32682.3038907636,0.9,32116,1.1
"Fresno","&nbsp;","Motorcycle / Scooter",3289.77449204208,0.1,3290,0.1
"Fresno","&nbsp;","TOTAL",2101793.81554599,57.8,1783882,59.1
"Fresno","Vehicle Passenger","Auto / Van / Truck P",908066.146731228,25,782621,25.9
"Fresno","&nbsp;","Carpool / Vanpool",17315.5130553263,0.5,14752,0.5
"Fresno","&nbsp;","Taxi / Hired Car / L",6077.98146880588,0.2,6078,0.2
"Fresno","&nbsp;","Other Private Transi",5562.10183488874,0.2,5562,0.2
"Fresno","&nbsp;","TOTAL",937021.743090249,25.8,809013,26.8
"Fresno","Local Public Transit","School Bus ",69089.9416759721,1.9,68748,2.3
"Fresno","&nbsp;","Local Bus, Rapid Bus",53810.8596809662,1.5,40399,1.3
"Fresno","&nbsp;","Dial-a-Ride / Paratr",2575.4658277835,0.1,2575,0.1
"Fresno","&nbsp;","Other Bus",2231.9423705304,0.1,2232,0.1
"Fresno","&nbsp;","Amtrak Bus ",2187.76949909812,0.1,2188,0.1
"Fresno","&nbsp;","Express Bus / Commut",724.041611689505,0,NA,NA
"Fresno","&nbsp;","ACE, Amtrak, Caltrai",97.9275356034961,0,98,0
"Fresno","&nbsp;","TOTAL",130717.948201643,3.6,116240,3.9
"Fresno","Intercity Public Transportation","Plane",718.635643878644,0,252,0
"Fresno","&nbsp;","TOTAL",718.635643878644,0,252,0
"Fresno","Miscelleneous Modes","Walk",401687.13382734,11,244322,8.1
"Fresno","&nbsp;","Bike",62695.0496313032,1.7,61653,2
"Fresno","&nbsp;","Wheelchair / Mobilit",897.600209528241,0,898,0
"Fresno","&nbsp;","TOTAL",465279.783668171,12.8,306872,10.2
"Fresno","ALL GROUPS","TOTAL",3635531.92614994,100,3016259,100
"Glenn","Vehicle Driver","Auto / Van / Truck D",60074.6078247056,59.7,51558,61
"Glenn","&nbsp;","TOTAL",60074.6078247056,59.7,51558,61
"Glenn","Vehicle Passenger","Auto / Van / Truck P",31625.5866580199,31.4,23435,27.7
"Glenn","&nbsp;","Other Private Transi",167.258231011666,0.2,167,0.2
"Glenn","&nbsp;","TOTAL",31792.8448890316,31.6,23602,27.9
"Glenn","Intercity Public Transportation","Plane",994.263606446086,1,1701,2
"Glenn","&nbsp;","TOTAL",994.263606446086,1,1701,2
"Glenn","Local Public Transit","School Bus ",415.896112421838,0.4,584,0.7
"Glenn","&nbsp;","TOTAL",415.896112421838,0.4,584,0.7
"Glenn","Miscelleneous Modes","Walk",6179.98487911752,6.1,5946,7
"Glenn","&nbsp;","Bike",1194.3774645706,1.2,1194,1.4
"Glenn","&nbsp;","TOTAL",7374.36234368812,7.3,7140,8.4
"Glenn","ALL GROUPS","TOTAL",100651.974776293,100,84586,100
"Humboldt","Vehicle Driver","Auto / Van / Truck D",310066.502698502,57.9,280619,61.4
"Humboldt","&nbsp;","TOTAL",310066.502698502,57.9,280619,61.4
"Humboldt","Vehicle Passenger","Auto / Van / Truck P",99988.2389332656,18.7,88254,19.3
"Humboldt","&nbsp;","Other Private Transi",795.059300918537,0.1,NA,NA
"Humboldt","&nbsp;","Carpool / Vanpool",514.313183626547,0.1,514,0.1
"Humboldt","&nbsp;","Taxi / Hired Car / L",247.473035130745,0,247,0.1
"Humboldt","&nbsp;","TOTAL",101545.084452941,18.9,89015,19.5
"Humboldt","Local Public Transit","Local Bus, Rapid Bus",16290.9944003659,3,13118,2.9
"Humboldt","&nbsp;","School Bus ",2432.38662498946,0.5,2432,0.5
"Humboldt","&nbsp;","Dial-a-Ride / Paratr",747.121340685866,0.1,NA,NA
"Humboldt","&nbsp;","TOTAL",19470.5023660412,3.6,15550,3.4
"Humboldt","Intercity Public Transportation","Plane",143.70992026083,0,144,0
"Humboldt","&nbsp;","TOTAL",143.70992026083,0,144,0
"Humboldt","Miscelleneous Modes","Walk",88485.6790653559,16.5,57160,12.5
"Humboldt","&nbsp;","Bike",16155.9736566936,3,14250,3.1
"Humboldt","&nbsp;","TOTAL",104641.65272205,19.5,71410,15.6
"Humboldt","ALL GROUPS","TOTAL",535867.452159795,100,456738,100
"Imperial","Vehicle Driver","Auto / Van / Truck D",345524.649557813,54.9,290677,54.3
"Imperial","&nbsp;","Rental Car/Vehicle",2373.25059246848,0.4,1991,0.4
"Imperial","&nbsp;","Motorcycle / Scooter",960.166989046115,0.2,960,0.2
"Imperial","&nbsp;","TOTAL",348858.067139328,55.4,293628,54.8
"Imperial","Vehicle Passenger","Auto / Van / Truck P",195718.798915132,31.1,170628,31.9
"Imperial","&nbsp;","Taxi / Hired Car / L",7096.61534251682,1.1,7097,1.3
"Imperial","&nbsp;","Carpool / Vanpool",1909.77616600389,0.3,1910,0.4
"Imperial","&nbsp;","Private shuttle (Sup",183.041438986073,0,183,0
"Imperial","&nbsp;","Other Private Transi",56.9679397082294,0,57,0
"Imperial","&nbsp;","TOTAL",204965.199802347,32.6,179875,33.6
"Imperial","Local Public Transit","School Bus ",5749.78669653362,0.9,5707,1.1
"Imperial","&nbsp;","Local Bus, Rapid Bus",2698.78196102561,0.4,2261,0.4
"Imperial","&nbsp;","TOTAL",8448.56865755923,1.3,7967,1.5
"Imperial","Intercity Public Transportation","Plane",2700.98479220823,0.4,2100,0.4
"Imperial","&nbsp;","TOTAL",2700.98479220823,0.4,2100,0.4
"Imperial","Miscelleneous Modes","Walk",47633.3216203186,7.6,39503,7.4
"Imperial","&nbsp;","Bike",13388.4815723,2.1,10321,1.9
"Imperial","&nbsp;","Wheelchair / Mobilit",1999.21984977284,0.3,1415,0.3
"Imperial","&nbsp;","Other Non-Motorized ",1199.20558600876,0.2,914,0.2
"Imperial","&nbsp;","TOTAL",64220.2286284003,10.2,52153,9.7
"Imperial","ALL GROUPS","TOTAL",629193.049019842,100,535723,100
"Inyo","Vehicle Driver","Auto / Van / Truck D",63629.8386757821,60.1,53895,59.7
"Inyo","&nbsp;","TOTAL",63629.8386757821,60.1,53895,59.7
"Inyo","Vehicle Passenger","Auto / Van / Truck P",24497.9479467172,23.2,20488,22.7
"Inyo","&nbsp;","Carpool / Vanpool",831.999623453564,0.8,436,0.5
"Inyo","&nbsp;","Private shuttle (Sup",57.4600352113833,0.1,57,0.1
"Inyo","&nbsp;","TOTAL",25387.4076053821,24,20981,23.2
"Inyo","Local Public Transit","School Bus ",970.609725849735,0.9,971,1.1
"Inyo","&nbsp;","Dial-a-Ride / Paratr",36.7858527985368,0,37,0
"Inyo","&nbsp;","TOTAL",1007.39557864827,1,1007,1.1
"Inyo","Intercity Public Transportation","Plane",344.894981221355,0.3,345,0.4
"Inyo","&nbsp;","TOTAL",344.894981221355,0.3,345,0.4
"Inyo","Miscelleneous Modes","Walk",11173.1026296852,10.6,10045,11.1
"Inyo","&nbsp;","Bike",4121.42265148374,3.9,3885,4.3
"Inyo","&nbsp;","Other Non-Motorized ",128.900132923343,0.1,129,0.1
"Inyo","&nbsp;","TOTAL",15423.4254140923,14.6,14059,15.6
"Inyo","ALL GROUPS","TOTAL",105792.962255126,100,90287,100
"Kern","Vehicle Driver","Auto / Van / Truck D",1672295.37616761,56.4,1471473,57.2
"Kern","&nbsp;","Motorcycle / Scooter",7280.45005684634,0.2,7280,0.3
"Kern","&nbsp;","Rental Car/Vehicle",3802.31660186036,0.1,3578,0.1
"Kern","&nbsp;","TOTAL",1683378.14282632,56.8,1482332,57.6
"Kern","Vehicle Passenger","Auto / Van / Truck P",762585.934430985,25.7,676217,26.3
"Kern","&nbsp;","Carpool / Vanpool",13120.269126079,0.4,13120,0.5
"Kern","&nbsp;","Private shuttle (Sup",4985.53273332948,0.2,4986,0.2
"Kern","&nbsp;","Taxi / Hired Car / L",2833.52611509437,0.1,2030,0.1
"Kern","&nbsp;","Other Private Transi",2796.10636226153,0.1,2736,0.1
"Kern","&nbsp;","TOTAL",786321.36876775,26.5,699088,27.2
"Kern","Local Public Transit","School Bus ",46685.8083757835,1.6,45613,1.8
"Kern","&nbsp;","Local Bus, Rapid Bus",36868.1913245349,1.2,23390,0.9
"Kern","&nbsp;","Amtrak Bus ",1272.0412325592,0,1233,0
"Kern","&nbsp;","Dial-a-Ride / Paratr",435.868877670616,0,436,0
"Kern","&nbsp;","Public Transit Shutt",303.55557333305,0,151,0
"Kern","&nbsp;","Express Bus / Commut",218.051011963762,0,155,0
"Kern","&nbsp;","BART, Metro Red / Pu",210.94402007391,0,418,0
"Kern","&nbsp;","Other Bus",158.871957749885,0,159,0
"Kern","&nbsp;","ACE, Amtrak, Caltrai",38.7814941212074,0,1093,0
"Kern","&nbsp;","TOTAL",86192.11386779,2.9,72648,2.8
"Kern","Intercity Public Transportation","Plane",5962.22188649105,0.2,6314,0.2
"Kern","&nbsp;","Greyhound Bus",155.573784242745,0,156,0
"Kern","&nbsp;","TOTAL",6117.79567073379,0.2,6470,0.3
"Kern","Miscelleneous Modes","Walk",369000.101215428,12.4,279899,10.9
"Kern","&nbsp;","Bike",27364.313614448,0.9,26338,1
"Kern","&nbsp;","Other Non-Motorized ",6316.41149652756,0.2,5444,0.2
"Kern","&nbsp;","Wheelchair / Mobilit",279.246365868552,0,NA,NA
"Kern","&nbsp;","TOTAL",402960.072692273,13.6,311680,12.1
"Kern","ALL GROUPS","TOTAL",2964969.49382486,100,2572218,100
"Kings","Vehicle Driver","Auto / Van / Truck D",307394.56788755,51.8,261260,50.5
"Kings","&nbsp;","Motorcycle / Scooter",865.209090124493,0.1,865,0.2
"Kings","&nbsp;","Rental Car/Vehicle",313.146995962535,0.1,NA,NA
"Kings","&nbsp;","TOTAL",308572.923973637,52,262125,50.7
"Kings","Vehicle Passenger","Auto / Van / Truck P",163605.375974896,27.5,152272,29.4
"Kings","&nbsp;","Carpool / Vanpool",7680.27305879457,1.3,7680,1.5
"Kings","&nbsp;","Other Private Transi",6736.9610155508,1.1,6737,1.3
